-0.0056,-0.2286,-0.0101,0.3195
-0.0102,-0.0333,-0.0037,0.0237
-0.0108,0.1619,-0.0032,-0.2702
-0.0076,0.3570,-0.0086,-0.5638
-0.0004,0.5523,-0.0199,-0.8592
0.0106,0.7477,-0.0371,-1.1581
0.0256,0.9433,-0.0602,-1.4621
0.0444,0.7489,-0.0895,-1.1889
0.0594,0.5551,-0.1132,-0.9255
0.0705,0.7515,-0.1317,-1.2515
0.0855,0.5583,-0.1568,-1.0028
0.0967,0.3656,-0.1768,-0.7632
0.1040,0.5626,-0.1921,-1.1059
0.1153,0.7597,-0.2142,-1.4522
